공고번호,축종,품종,털색,성별,중성화_여부,특징,접수일시,구조사유,발생장소,공고기간,관할보호센터명,보호장소,전화번호,관할기관,담당자,연락처,특이사항,url,url2
광주-동구-2022-00124,고양이,한국 고양이,"검,갈,흰",수컷,아니오,22-7589,2022-06-26,,동구 계림동,2022-06-26 ~ 2022-07-06 ,광주 동물보호소 ,광주광역시 북구 본촌마을길 27 (본촌동)  광주광역시 동물보호소 ,062-571-2808 ,광주광역시 동구  ,동구 ,062-608-2724, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206261706111_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206261706111.jpg
경남-창녕-2022-00485,고양이,한국 고양이,검정+노랑+흰색,암컷,아니오,엄마가 보살피지 않음,2022-06-25,,영산면 적지,2022-06-26 ~ 2022-07-06 ,창녕 유기동물보호소 ,경상남도 창녕군 고암면 창밀로 335-26 (고암면)  고암면 억만리 28 ,010-5488-5003 ,경상남도 창녕군  ,창녕군 ,055-530-6103, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206260906337_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206260906337.jpg
경남-거제-2022-00560,고양이,한국 고양이,흰색,미상,미상,약간 경계,2022-06-25,유기묘발생,장평동,2022-06-26 ~ 2022-07-06 ,거제시유기동물보호소 ,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장)  거제시유기동물보호소 ",055-639-6368 ,경상남도 거제시  ,김부근 ,055-639-6366, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206261106976_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206261106976.jpg
경남-거제-2022-00559,고양이,한국 고양이,"흰색,검정,갈색",암컷,아니오,수유해야함,2022-06-25,유기묘 발생,수양로 대나무마을회관,2022-06-25 ~ 2022-07-05 ,거제시유기동물보호소 ,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장)  거제시유기동물보호소 ",055-639-6368 ,경상남도 거제시  ,김부근 ,055-639-6366, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251506539_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251506539.jpg
경북-포항-2022-00603,고양이,한국 고양이,황백,수컷,아니오,"1.5개월추정,불린사료먹음,발견당시 많이 지저분했으나 현재 깨끗함,사람거부없는 개냥이 치즈태비왕자",2022-06-25,,경북 포항시 북구 기계면 인근,2022-06-25 ~ 2022-07-05 ,영일동물플러스 ,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍)   ,054-262-8295 ,경상북도 포항시  ,이형석 ,054-270-3368, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206251706400_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206251706400.jpg
전남-목포-2022-00550,고양이,한국 고양이,고등어색,수컷,아니오,"주택가에서 발견,기력쇠약,8주령",2022-06-25,,운남식육식당부근,2022-06-25 ~ 2022-07-05 ,목포시유기동물보호소 ,전라남도 무안군 삼향읍 석매길 36   ,010-9678-9966 ,전라남도 목포시  ,축산계 ,061-270-8693, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206252006528_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206252006528.jpg
전남-목포-2022-00549,고양이,한국 고양이,흰고등어색,수컷,아니오,"인도를 배회하다 2마리중 1마리사고사,굶주림,8주령",2022-06-25,,평화빌딩부근,2022-06-25 ~ 2022-07-05 ,목포시유기동물보호소 ,전라남도 무안군 삼향읍 석매길 36   ,010-9678-9966 ,전라남도 목포시  ,축산계 ,061-270-8693, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206252006911_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206252006911.jpg
전남-목포-2022-00548,고양이,한국 고양이,삼색,암컷,아니오,"야위고 식욕부진,설사,구토,11주령",2022-06-25,,중앙초부근,2022-06-25 ~ 2022-07-05 ,목포시유기동물보호소 ,전라남도 무안군 삼향읍 석매길 36   ,010-9678-9966 ,전라남도 목포시  ,축산계 ,061-270-8693, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206252006614_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206252006614.jpg
전남-목포-2022-00547,고양이,한국 고양이,검흰색,수컷,아니오,"경계,구토와 설사,야위고 식욕부진,11주령",2022-06-25,,중앙초부근,2022-06-25 ~ 2022-07-05 ,목포시유기동물보호소 ,전라남도 무안군 삼향읍 석매길 36   ,010-9678-9966 ,전라남도 목포시  ,축산계 ,061-270-8693, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206252006237_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206252006237.jpg
전남-목포-2022-00546,고양이,한국 고양이,흰색,수컷,아니오,"경계,가정집 천？？위에서 발견됨,8주령",2022-06-25,,구)청호중부근,2022-06-25 ~ 2022-07-05 ,목포시유기동물보호소 ,전라남도 무안군 삼향읍 석매길 36   ,010-9678-9966 ,전라남도 목포시  ,축산계 ,061-270-8693, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206252006603_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206252006603.jpg
전북-군산-2022-00576,고양이,믹스묘,치즈,수컷,아니오,생후 10주 추정,2022-06-25,,내항1길 4 부근,2022-06-25 ~ 2022-07-11 ,군산유기동물보호센터 ,전라북도 군산시 대야면 보덕안정길 108-20   ,063-451-2975 ,전라북도 군산시  ,홍지수 ,063-454-5913, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251806451_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251806451.jpg
전북-군산-2022-00574,고양이,믹스묘,치즈,암컷,아니오,2개월 추정,2022-06-25,,지곡119,2022-06-25 ~ 2022-07-11 ,군산유기동물보호센터 ,전라북도 군산시 대야면 보덕안정길 108-20   ,063-451-2975 ,전라북도 군산시  ,홍지수 ,063-454-5913, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251206839_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251206839.jpg
전북-전주-2022-00777,고양이,한국 고양이,흰색검정,수컷,예,포유중,2022-06-25,,평화광신프로그레스아파트,2022-06-25 ~ 2022-07-04 ,동부동물병원 ,전라북도 전주시 완산구 경원동1가  3-10 ,063-231-2455 ,전라북도 전주시  ,김상찬 ,063-281-5049, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206251606877_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206251606877.jpg
강원-강릉-2022-00343,고양이,한국 고양이,치즈색,미상,미상,어미잃은 아이,2022-06-25,민원접수,강릉시 경강로 2333번길 10,2022-06-25 ~ 2022-07-05 ,강릉시 동물사랑센터 ,강원도 강릉시 성산면 내맬길 172   ,033-641-7515 ,강원도 강릉시  ,동물정책과 ,033-640-5587, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251306636_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251306636.jpg
강원-강릉-2022-00342,고양이,한국 고양이,검정 흰색,미상,미상,턱시도 무늬,2022-06-25,민원접수,강릉시 강릉대로 426,2022-06-25 ~ 2022-07-05 ,강릉시 동물사랑센터 ,강원도 강릉시 성산면 내맬길 172   ,033-641-7515 ,강원도 강릉시  ,동물정책과 ,033-640-5587, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251306259_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251306259.jpg
경기-광주-2022-00442,고양이,한국 고양이,고등어색,암컷,아니오,"6-94, 1개월령 아가, 귀엽고 똘망똘망한 꼬맹이",2022-06-25,,광주시 오포읍 신현리 일대,2022-06-25 ~ 2022-07-05 ,광주TNR동물병원송정 ,경기도 광주시 경안천로 144 (송정동)  1층 ,031-798-7583 ,경기도 광주시  ,동물보호팀 ,031-760-4419, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251706959_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251706959.jpg
경기-시흥-2022-00351,고양이,스코티시폴드,"흰색, 검정",미상,미상,"사람에게 호의적, 꼬리쪽 털이 뭉쳐있음, 마른편",2022-06-25,,대골안길 67-1,2022-06-25 ~ 2022-07-05 ,시흥동물누리보호센터 ,경기도 시흥시 뒷방울길 218 (정왕동)   ,031-310-6943 ,경기도 시흥시  ,최아름 ,031-310-2247, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/20220625160613_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/20220625160613.jpg
경기-시흥-2022-00350,고양이,한국 고양이,고등어 무늬,수컷,아니오,"활력 있음, 조금 경계를 하나 사람에게 호의적인 편",2022-06-25,,복지로 43번길 1,2022-06-25 ~ 2022-07-05 ,시흥동물누리보호센터 ,경기도 시흥시 뒷방울길 218 (정왕동)   ,031-310-6943 ,경기도 시흥시  ,최아름 ,031-310-2247, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606881_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606881.jpg
경기-시흥-2022-00348,고양이,한국 고양이,"흰색, 검정",미상,아니오,"생후 1주 이내로 추정, 기력없음, 예후 관찰 필요",2022-06-25,,정왕동 보성아파트 단지 안,2022-06-25 ~ 2022-07-05 ,시흥동물누리보호센터 ,경기도 시흥시 뒷방울길 218 (정왕동)   ,031-310-6943 ,경기도 시흥시  ,최아름 ,031-310-2247, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251406153_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251406153.jpg
경기-오산-2022-00116,고양이,한국 고양이,고등색,수컷,아니오,결막염.설사.예후불량,2022-06-25,,성호대로141,2022-06-25 ~ 2022-07-05 ,오산 유기동물보호소 ,경기도 오산시 성호대로 36 (오산동)   ,031-372-9325 ,경기도 오산시  ,김세연 ,031-8036-7643, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251206655_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251206655.jpg
경기-오산-2022-00115,고양이,한국 고양이,고등색,암컷,아니오,결막염.설사.예후불량,2022-06-25,,성호대로141,2022-06-25 ~ 2022-07-05 ,오산 유기동물보호소 ,경기도 오산시 성호대로 36 (오산동)   ,031-372-9325 ,경기도 오산시  ,김세연 ,031-8036-7643, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251206674_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251206674.jpg
경기-남양주-2022-00713,고양이,한국 고양이,흑백,암컷,아니오,"어린 고양이, 교통사고로 양쪽 대퇴골 골절",2022-06-25,,진건오남로,2022-06-25 ~ 2022-07-05 ,남양주동물보호협회 ,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩)  1층 ",031-591-7270 ,경기도 남양주시  ,남양주시 ,031-590-3991, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251506467_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251506467.jpg
경기-남양주-2022-00712,고양이,한국 고양이,황갈백,수컷,아니오,"어린 고양이,상부호흡기 질환",2022-06-25,,금강로,2022-06-25 ~ 2022-07-05 ,남양주동물보호협회 ,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩)  1층 ",031-591-7270 ,경기도 남양주시  ,남양주시 ,031-590-3991, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251206757_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251206757.jpg
경기-남양주-2022-00711,고양이,한국 고양이,삼색,암컷,아니오,"어린 고양이, 온순함",2022-06-25,,금곡동,2022-06-25 ~ 2022-07-05 ,남양주동물보호협회 ,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩)  1층 ",031-591-7270 ,경기도 남양주시  ,남양주시 ,031-590-3991, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251106172_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251106172.jpg
경기-부천-2022-00362,고양이,한국 고양이,치즈,미상,아니오,"생후1일추정,탯줄,저체온,구더기알,인공수유필요,예후불량",2022-06-25,"공원수풀에서 새끼고양이 6마리 발견,어미가 나타나지않고 체온이 낮아 신고",백만송이 장미공원,2022-06-25 ~ 2022-07-05 ,24시아이동물메디컬 ,경기도 부천시 오정구 원종동  229-8 ,032-677-5262 ,경기도 부천시  ,부천시 ,032-625-2803, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606440_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606440.jpg
경기-부천-2022-00361,고양이,한국 고양이,치즈,미상,아니오,"생후1일추정,탯줄,저체온,구더기알,인공수유필요,예후불량",2022-06-25,"공원 수풀에서 새끼고양이 6마리 발견,어미가 오지않고 체온이 낮아 신고",백만송이 장미공원,2022-06-25 ~ 2022-07-05 ,24시아이동물메디컬 ,경기도 부천시 오정구 원종동  229-8 ,032-677-5262 ,경기도 부천시  ,부천시 ,032-625-2803, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606455_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606455.jpg
경기-부천-2022-00360,고양이,한국 고양이,갈검,수컷,예,"신부전증, 췌장염, 방광염(혈뇨, 핍뇨), 심한 빈혈, 예후불량",2022-06-25,,역곡 수자인아파트 3차,2022-06-25 ~ 2022-07-05 ,가나동물병원 ,경기도 부천시 경인로 72 (송내동)   ,032-665-0075 ,경기도 부천시  ,부천시 ,032-625-2803, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206251606647_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206251606647.jpg
경기-부천-2022-00359,고양이,한국 고양이,치즈,미상,아니오,"생후1일추정,탯줄,저체온,구더기알,인공수유필요,예후불량",2022-06-25,"생후1일추정,탯줄,저체온,구더기알,인공수유필요,예후불량",백만송이 장미공원,2022-06-25 ~ 2022-07-05 ,24시아이동물메디컬 ,경기도 부천시 오정구 원종동  229-8 ,032-677-5262 ,경기도 부천시  ,부천시 ,032-625-2803, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606415_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606415.jpg
경기-부천-2022-00358,고양이,한국 고양이,치즈,미상,아니오,"생후1일추정,탯줄,저체온,구더기알,인공수유필요,예후불량",2022-06-25,"공원 수풀에서 새끼고양이 6마리 발견, 어미가 오지않고 체온이 낮아 신고",백만송이 장미공원,2022-06-25 ~ 2022-07-05 ,24시아이동물메디컬 ,경기도 부천시 오정구 원종동  229-8 ,032-677-5262 ,경기도 부천시  ,부천시 ,032-625-2803, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606399_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606399.jpg
경기-부천-2022-00357,고양이,한국 고양이,"흰,갈,검",미상,아니오,"생후1일추정,탯줄,저체온,구더기알,인공수유필요,예후불량",2022-06-25,"공원 수풀에서 새끼고양이 6마리 발견, 어미가 오지않고 체온이 낮아 신고",백만송이 장미공원,2022-06-25 ~ 2022-07-05 ,24시아이동물메디컬 ,경기도 부천시 오정구 원종동  229-8 ,032-677-5262 ,경기도 부천시  ,부천시 ,032-625-2803, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606853_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606853.jpg
경기-부천-2022-00356,고양이,한국 고양이,"흰,갈,검",미상,아니오,"생후1일추정,탯줄,저체온,구더기알,인공수유필요,예후불량",2022-06-25,"공원 수풀에서 새끼고양이 6마리 발견, 어미가 오지않고 체온이 낮아 신고",백만송이 장미공원,2022-06-25 ~ 2022-07-05 ,24시아이동물메디컬 ,경기도 부천시 오정구 원종동  229-8 ,032-677-5262 ,경기도 부천시  ,부천시 ,032-625-2803, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606992_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606992.jpg
경기-부천-2022-00355,고양이,한국 고양이,치즈,미상,아니오,"생후1일 추정,탯줄,저체온,인공수유필요,구더기알,예후불량",2022-06-25,"장미공원 화단에 탯줄달린 새끼고양이를 발견하여 상태가 안좋아보여 신고, 출동하여 구조조치함",백만송이 장미공원,2022-06-25 ~ 2022-07-05 ,24시아이동물메디컬 ,경기도 부천시 오정구 원종동  229-8 ,032-677-5262 ,경기도 부천시  ,부천시 ,032-625-2803, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606192_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606192.jpg
울산-남구-2022-00350,고양이,한국 고양이,검정/흰색,암컷,아니오,"성격온순하고 착함, 호흡기질환(속기침)",2022-06-25,,삼산동1549-3인근,2022-06-25 ~ 2022-07-05 ,강남동물병원 ,울산광역시 남구 돋질로 232 (달동)  1층 ,052-271-0075 ,울산광역시 남구  ,권도하 ,052-226-5264, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251506148_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251506148.jpg
울산-남구-2022-00349,고양이,한국 고양이,삼색,암컷,아니오,"교통사고로 후구찰과상심함,",2022-06-25,,꽃대나리로23 녹돈당입구,2022-06-25 ~ 2022-07-05 ,강남동물병원 ,울산광역시 남구 돋질로 232 (달동)  1층 ,052-271-0075 ,울산광역시 남구  ,권도하 ,052-226-5264, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251506995_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251506995.jpg
광주-북구-2022-00452,고양이,한국 고양이,"갈,흰",암컷,아니오,"22-7582, 탈수",2022-06-25,,북구 두암119,2022-06-25 ~ 2022-07-05 ,광주 동물보호소 ,광주광역시 북구 본촌마을길 27 (본촌동)  광주광역시 동물보호소 ,062-571-2808 ,광주광역시 북구  ,북구 ,062-410-6557, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606124_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/06/202206251606124.jpg
광주-서구-2022-00259,고양이,한국 고양이,"회,흰",수컷,아니오,"22-6074, 다리부상, 경계",2022-06-25,,서구 금호동,2022-06-25 ~ 2022-07-05 ,광주 동물보호소 ,광주광역시 북구 본촌마을길 27 (본촌동)  광주광역시 동물보호소 ,062-571-2808 ,광주광역시 서구  ,서구 ,062-360-7373, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206251706751_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206251706751.jpg
광주-동구-2022-00123,고양이,한국 고양이,"검,갈,흰",암컷,아니오,22-7588,2022-06-25,,동구 금남로,2022-06-25 ~ 2022-07-05 ,광주 동물보호소 ,광주광역시 북구 본촌마을길 27 (본촌동)  광주광역시 동물보호소 ,062-571-2808 ,광주광역시 동구  ,동구 ,062-608-2724, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206251706470_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206251706470.jpg
